"Name","acc@5","acc@N","acc@1","State","Notes","User","Tags","Created","Runtime","Sweep","anti_cca_enabled","captioner.model","captioner.prompt","config","data.group1","data.group2","data.name","data.purity","data.root","data.subset","differ.clip_model","differ.method","differ.model","differ.prompt_cls_0","differ.prompt_cls_1","evaluator.method","evaluator.model","evaluator.n_hypotheses","project","proposer.method","proposer.model","proposer.num_hypotheses","proposer.num_rounds","proposer.num_samples","proposer.prompt","proposer.sampling_method","ranker.classify_threshold","ranker.clip_dataset","ranker.clip_model","ranker.max_num_samples","ranker.method","seed","wandb","top_1_difference","top_1_score","top_2_difference","top_2_score","top_3_difference","top_3_score","top_4_difference","top_4_score","top_5_difference","top_5_score"
"PairedImageSets","0.5","0.5","0.5","finished","-","","","2025-12-01T07:57:17.000Z","40","","false","blip","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/139_hard.yaml","Women wearing matte lipstick","Women wearing glossy lipstick","PairedImageSets","1","./data","false","ViT-bigG-14","AntiCCA","gpt-4","CLS_0_DIFF","CLS_1_DIFF","GPTEvaluator","gpt-4","5","PairedImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0.3","laion2b_s39b_b160k","ViT-bigG-14","5000","CLIPRanker","0","true","a woman wearing red lipstick with the text 4 steps to pull off the perfect matte lip","0.57195","a woman with afro hair is wearing a nude lipstick","0.5274500000000001","a lipstick is sitting on a table next to other cosmetics","0.50255","a woman is brushing her teeth while looking at her phone","0.47484999999999994","a woman wearing a white t - shirt and red lipstick","0.46655"
"PairedImageSets","1","1","0.5","finished","-","","","2025-12-01T07:56:32.000Z","38","","false","blip","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/138_hard.yaml","Birds with iridescent plumage","Birds with matte plumage","PairedImageSets","1","./data","false","ViT-bigG-14","AntiCCA","gpt-4","CLS_0_DIFF","CLS_1_DIFF","GPTEvaluator","gpt-4","5","PairedImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0.3","laion2b_s39b_b160k","ViT-bigG-14","5000","CLIPRanker","0","true","a colorful hummingbird with colorful feathers","0.8503000000000001","a hummingbird with colorful feathers on its head","0.8468000000000001","a colorful hummingbird perched on a branch","0.8071","a blue bird with yellow eyes","0.7319","a blue bird perched on a branch","0.7302000000000001"
"PairedImageSets","1","1","0.5","finished","-","","","2025-12-01T07:55:42.000Z","43","","false","blip","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/137_hard.yaml","Lace wedding dresses","Satin wedding dresses","PairedImageSets","1","./data","false","ViT-bigG-14","AntiCCA","gpt-4","CLS_0_DIFF","CLS_1_DIFF","GPTEvaluator","gpt-4","5","PairedImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0.3","laion2b_s39b_b160k","ViT-bigG-14","5000","CLIPRanker","0","true","a woman is standing on the beach in a white lace dress","0.8855000000000001","a woman in a lace wedding dress is standing in a room","0.8394000000000001","white lace mermaid wedding dress, mermaid wedding dress, mermaid wedding dress, mermaid wedding dress","0.8217","this wedding dress has a long sleeve with lace and beading","0.8128","a bride and groom sitting on a rug in a lace wedding dress","0.8106"
"PairedImageSets","0.5","0.5","0.5","finished","-","","","2025-12-01T07:54:56.000Z","39","","false","blip","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/136_hard.yaml","Bonsai trees shaped in cascade style","Bonsai trees shaped in informal upright style","PairedImageSets","1","./data","false","ViT-bigG-14","AntiCCA","gpt-4","CLS_0_DIFF","CLS_1_DIFF","GPTEvaluator","gpt-4","5","PairedImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0.3","laion2b_s39b_b160k","ViT-bigG-14","5000","CLIPRanker","0","true","a bonsai tree in a pot on top of a rock","0.6805","a wire sculpture of a bonsai tree on a rock","0.6752","a bonsai tree on a wooden stand","0.6667","a bonsai tree in a pot on a stand","0.6617","a bonsai tree in a pot on display at a show","0.6439"
"PairedImageSets","1","1","1","finished","-","","","2025-12-01T07:54:10.000Z","39","","false","blip","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/135_hard.yaml","Historical films set in Medieval Europe","Historical films set in Ancient Rome","PairedImageSets","1","./data","false","ViT-bigG-14","AntiCCA","gpt-4","CLS_0_DIFF","CLS_1_DIFF","GPTEvaluator","gpt-4","5","PairedImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0.3","laion2b_s39b_b160k","ViT-bigG-14","5000","CLIPRanker","0","true","Two knights riding horses in a wooded area","0.7619","A woman dressed as a knight is standing in front of a group of knights","0.7202000000000001","A man and woman dressed in medieval costumes are standing next to each other","0.7188","The poster for the movie outcast features two men with guns","0.6596","A man in a cloak is standing next to a horse","0.6506"
"PairedImageSets","0.5","0.5","0.5","finished","-","","","2025-12-01T07:53:25.000Z","38","","false","blip","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/134_hard.yaml","Classic rock bands performing","Alternative rock bands performing","PairedImageSets","1","./data","false","ViT-bigG-14","AntiCCA","gpt-4","CLS_0_DIFF","CLS_1_DIFF","GPTEvaluator","gpt-4","5","PairedImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0.3","laion2b_s39b_b160k","ViT-bigG-14","5000","CLIPRanker","0","true","the cover of rock classic magazine featuring jeff beck","0.7066","the cover of the classic rock thin lizzy","0.6486999999999999","a man in a suit and tie is smiling into a microphone","0.6266999999999999","the entrance to the roller coaster at rock 'n' roller coaster","0.6194999999999999","a man in a red jacket holding a megaphone","0.5909"
"PairedImageSets","0.5","0.5","0.5","finished","-","","","2025-12-01T07:52:36.000Z","42","","false","blip","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/133_hard.yaml","Dishes from Northern Italian cuisine","Dishes from Southern Italian cuisine","PairedImageSets","1","./data","false","ViT-bigG-14","AntiCCA","gpt-4","CLS_0_DIFF","CLS_1_DIFF","GPTEvaluator","gpt-4","5","PairedImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0.3","laion2b_s39b_b160k","ViT-bigG-14","5000","CLIPRanker","0","true","a plate of rabbit and polenta with mashed potatoes and a bottle of wine","0.74715","a plate of mashed potatoes with mushrooms on it","0.7073499999999999","a bowl of yellow rice with chicken in it","0.63195","a plate of toasted bread with blue cheese and cranberry sauce","0.5759500000000001","a plate of cheese and fruit on a wooden board","0.56135"
"PairedImageSets","0.5","0.5","0","finished","-","","","2025-12-01T07:51:51.000Z","38","","false","blip","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/132_hard.yaml","Female ballet dancers in pointe shoes","Female ballet dancers in ballet slippers","PairedImageSets","1","./data","false","ViT-bigG-14","AntiCCA","gpt-4","CLS_0_DIFF","CLS_1_DIFF","GPTEvaluator","gpt-4","5","PairedImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0.3","laion2b_s39b_b160k","ViT-bigG-14","5000","CLIPRanker","0","true","a girl in a black dress is dancing in front of a piano in a dark room stock photography","0.8120999999999999","a young ballerina in black tutu dancing on a dark background stock photography","0.8067","a ballet dancer with boxing gloves posing on a gray background","0.7922999999999999","a ballet dancer is doing a pose in a dance studio","0.7848999999999999","a ballerina is standing in a room with a mirror","0.7717"
"PairedImageSets","1","1","1","finished","-","","","2025-12-01T07:51:06.000Z","38","","false","blip","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/131_hard.yaml","People preparing macarons","People preparing meringues","PairedImageSets","1","./data","false","ViT-bigG-14","AntiCCA","gpt-4","CLS_0_DIFF","CLS_1_DIFF","GPTEvaluator","gpt-4","5","PairedImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0.3","laion2b_s39b_b160k","ViT-bigG-14","5000","CLIPRanker","0","true","a woman is holding a box of macarons","0.954","a group of people are preparing macarons in a kitchen","0.9279","how to make basic french macarons by martha stewart","0.9255","a young woman holding a plate of macaroons","0.9156","a plate of macarons on a polka dot background","0.9146"
"PairedImageSets","0.5","0.5","0","finished","-","","","2025-12-01T07:50:23.000Z","36","","false","blip","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/130_hard.yaml","Sculptures from the Renaissance era","Sculptures from the Hellenistic era","PairedImageSets","1","./data","false","ViT-bigG-14","AntiCCA","gpt-4","CLS_0_DIFF","CLS_1_DIFF","GPTEvaluator","gpt-4","5","PairedImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0.3","laion2b_s39b_b160k","ViT-bigG-14","5000","CLIPRanker","0","true","an ornate coat of arms on the side of a building","0.6851","a painting of the school of athens by person","0.6137000000000001","a statue of a woman and a swan in front of a building","0.5630999999999999","a statue of a man holding a child in his arms","0.5582","a black and white photograph of a statue of a man with his mouth open","0.54"
"PairedImageSets","0.5","0.5","0.5","finished","-","","","2025-12-01T07:49:37.000Z","39","","false","blip","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/129_hard.yaml","Men in British army uniforms from WWI","Men in British army uniforms from WWII","PairedImageSets","1","./data","false","ViT-bigG-14","AntiCCA","gpt-4","CLS_0_DIFF","CLS_1_DIFF","GPTEvaluator","gpt-4","5","PairedImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0.3","laion2b_s39b_b160k","ViT-bigG-14","5000","CLIPRanker","0","true","a man in uniform riding a horse in a field","0.7131500000000001","a london british guard wearing a red uniform and carrying a rifle","0.60835","a man in uniform posing for a photo","0.58515","two soldiers in uniform standing in front of a tent","0.58065","a man in a hat and shorts is holding a rifle","0.57855"
"PairedImageSets","1","1","1","finished","-","","","2025-12-01T07:48:44.000Z","44","","false","blip","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/128_hard.yaml","Orchestras playing Baroque music","Orchestras playing Classical music","PairedImageSets","1","./data","false","ViT-bigG-14","AntiCCA","gpt-4","CLS_0_DIFF","CLS_1_DIFF","GPTEvaluator","gpt-4","5","PairedImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0.3","laion2b_s39b_b160k","ViT-bigG-14","5000","CLIPRanker","0","true","the image shows the trinity baroque orchestra performing in a church","0.84405","a group of musicians in a room with a checkered floor","0.8417500000000001","a group of people standing in front of a large screen with a portrait of bach","0.81765","a group of people posing for a photo with their instruments","0.78535","a group of people standing on a stage with instruments","0.7596499999999999"
"PairedImageSets","1","1","1","finished","-","","","2025-12-01T07:48:00.000Z","37","","false","blip","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/127_hard.yaml","Classic novels from the 19th century","Modern novels from the 21st century","PairedImageSets","1","./data","false","ViT-bigG-14","AntiCCA","gpt-4","CLS_0_DIFF","CLS_1_DIFF","GPTEvaluator","gpt-4","5","PairedImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0.3","laion2b_s39b_b160k","ViT-bigG-14","5000","CLIPRanker","0","true","the cover of oliver twist by charles dickens","0.9233","the cover of fathers and sons by ivan turgenev","0.9101","the cover of frankenstein by mary shelley","0.878","the cover of little women by louisa may alcott","0.8676","The cover of the book the red badge of courage and selected short fiction by stephen crane","0.8088000000000001"
"PairedImageSets","1","1","1","finished","-","","","2025-12-01T07:47:15.000Z","38","","false","blip","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/126_hard.yaml","Football players in defensive formation","Football players in offensive formation","PairedImageSets","1","./data","false","ViT-bigG-14","AntiCCA","gpt-4","CLS_0_DIFF","CLS_1_DIFF","GPTEvaluator","gpt-4","5","PairedImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0.3","laion2b_s39b_b160k","ViT-bigG-14","5000","CLIPRanker","0","true","defensive player analysis","0.8260000000000001","4 - 4 soccer formation","0.8214999999999999","The image shows a football field with a number of players on the field","0.8123","The image shows a football field with a defender in the middle of the field","0.802","the image shows a diagram of a football formation","0.7825"
"PairedImageSets","0.5","0.5","0.5","finished","-","","","2025-12-01T07:46:32.000Z","36","","false","blip","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/125_hard.yaml","Merlot wine in a glass","Cabernet Sauvignon wine in a glass","PairedImageSets","1","./data","false","ViT-bigG-14","AntiCCA","gpt-4","CLS_0_DIFF","CLS_1_DIFF","GPTEvaluator","gpt-4","5","PairedImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0.3","laion2b_s39b_b160k","ViT-bigG-14","5000","CLIPRanker","0","true","a glass of wine in front of a glittering background","0.635","two glasses of red wine on a red cloth stock photography","0.633","a wine glass with grapes and leaves on it","0.598","a bottle of wine and a glass of red wine on a red background","0.5952999999999999","three wine glasses sitting on a table next to a fireplace","0.5412"
"PairedImageSets","0.5","0.5","0.5","finished","-","","","2025-12-01T07:45:36.000Z","49","","false","blip","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/124_hard.yaml","Alpine lakes in summer","Alpine lakes in early spring","PairedImageSets","1","./data","false","ViT-bigG-14","AntiCCA","gpt-4","CLS_0_DIFF","CLS_1_DIFF","GPTEvaluator","gpt-4","5","PairedImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0.3","laion2b_s39b_b160k","ViT-bigG-14","5000","CLIPRanker","0","true","a lake in the swiss alps with mountains in the background","0.6924","a blue lake surrounded by pine trees in the alps","0.6704000000000001","a lake surrounded by mountains and a cloudy sky","0.6064","a view of a lake and mountains from the top of a mountain","0.5980000000000001","a mountain lake surrounded by mountains","0.5801000000000001"
"PairedImageSets","1","1","1","finished","-","","","2025-12-01T07:44:44.000Z","40","","false","blip","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/123_hard.yaml","People wearing traditional Korean hanboks","People wearing traditional Japanese kimonos","PairedImageSets","1","./data","false","ViT-bigG-14","AntiCCA","gpt-4","CLS_0_DIFF","CLS_1_DIFF","GPTEvaluator","gpt-4","5","PairedImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0.3","laion2b_s39b_b160k","ViT-bigG-14","5000","CLIPRanker","0","true","a young man in traditional korean clothing is posing for a photo","0.9721","a family in traditional korean clothing posing for a photo","0.9625","a woman is wearing a traditional korean dress","0.9541","two children in traditional korean clothing sitting on the floor","0.952","a couple in traditional korean clothing standing in front of a building","0.9153"
"PairedImageSets","1","1","1","finished","-","","","2025-12-01T07:43:53.000Z","44","","false","blip","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/122_hard.yaml","Gardens with Japanese cherry blossoms","Gardens with Japanese maples","PairedImageSets","1","./data","false","ViT-bigG-14","AntiCCA","gpt-4","CLS_0_DIFF","CLS_1_DIFF","GPTEvaluator","gpt-4","5","PairedImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0.3","laion2b_s39b_b160k","ViT-bigG-14","5000","CLIPRanker","0","true","Sakura blossoms bloom along a canal in Kyoto, Japan sakura blossoms bloom along","0.9963","The cherry blossoms are blooming in the park","0.9956","The cherry blossoms are reflected in the water","0.9949","The cherry blossoms are blooming in front of a castle","0.9932","People walking down a pathway lined with cherry blossom trees","0.9849"
"PairedImageSets","0.5","0.5","0.5","finished","-","","","2025-12-01T07:43:01.000Z","45","","false","blip","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/121_hard.yaml","Cyclists in a time-trial race","Cyclists in a mountain stage race","PairedImageSets","1","./data","false","ViT-bigG-14","AntiCCA","gpt-4","CLS_0_DIFF","CLS_1_DIFF","GPTEvaluator","gpt-4","5","PairedImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0.3","laion2b_s39b_b160k","ViT-bigG-14","5000","CLIPRanker","0","true","a cyclist on a bike with the words seven week cycling time trial plan","0.9163","olympic men's time trial rio 2016","0.9054","a man in a wheelchair is racing down a street","0.7834000000000001","olympic cyclist in action during the men's road race at the 2012 summer olympics - stock photo","0.7076999999999999","a cyclist is riding his bike down a country road","0.6556000000000001"
"PairedImageSets","0.5","0.5","0","finished","-","","","2025-12-01T07:42:16.000Z","38","","false","blip","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/120_hard.yaml","Hand-painted porcelain plates","Hand-painted ceramic plates","PairedImageSets","1","./data","false","ViT-bigG-14","AntiCCA","gpt-4","CLS_0_DIFF","CLS_1_DIFF","GPTEvaluator","gpt-4","5","PairedImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0.3","laion2b_s39b_b160k","ViT-bigG-14","5000","CLIPRanker","0","true","a portrait of a man in a gold frame","0.78235","a plate with pink roses and leaves painted on it","0.7644500000000001","a pair of plates with a painting of a house and trees","0.71085","a chinese porcelain plate with a pheasant on it","0.6903499999999999","a plate with grapes and flowers on it","0.68715"
"PairedImageSets","1","1","1","finished","-","","","2025-12-01T07:41:30.000Z","40","","false","blip","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/119_hard.yaml","People playing chess outdoors","People playing checkers outdoors","PairedImageSets","1","./data","false","ViT-bigG-14","AntiCCA","gpt-4","CLS_0_DIFF","CLS_1_DIFF","GPTEvaluator","gpt-4","5","PairedImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0.3","laion2b_s39b_b160k","ViT-bigG-14","5000","CLIPRanker","0","true","a group of people playing chess in the city","0.8388","people playing chess in a park","0.8268","people playing chess on a chess board in a city centre - stock image","0.826","a group of people playing chess in a park","0.8135000000000001","people playing chess on a chess board in a park","0.7951999999999999"
"PairedImageSets","0.5","0.5","0.5","finished","-","","","2025-12-01T07:40:44.000Z","39","","false","blip","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/118_hard.yaml","Cupcakes topped with buttercream","Cupcakes topped with fondant","PairedImageSets","1","./data","false","ViT-bigG-14","AntiCCA","gpt-4","CLS_0_DIFF","CLS_1_DIFF","GPTEvaluator","gpt-4","5","PairedImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0.3","laion2b_s39b_b160k","ViT-bigG-14","5000","CLIPRanker","0","true","strawberry cupcakes topped with strawberry frosting on a marble counter","0.6948500000000001","a close up of chocolate cupcakes with frosting","0.64445","a cupcake with chocolate frosting on a black plate","0.63845","a person is holding a cupcake with white frosting and gold sprinkles","0.63365","nutella cupcakes with sprinkles and a jar of nutella","0.5660499999999999"
