"Name","acc@5","acc@N","acc@1","State","Notes","User","Tags","Created","Runtime","Sweep","anti_cca_enabled","captioner.model","captioner.prompt","config","data.group1","data.group2","data.name","data.purity","data.root","data.subset","differ.clip_model","differ.method","differ.model","differ.prompt_cls_0","differ.prompt_cls_1","evaluator.method","evaluator.model","evaluator.n_hypotheses","project","proposer.method","proposer.model","proposer.num_hypotheses","proposer.num_rounds","proposer.num_samples","proposer.prompt","proposer.sampling_method","ranker.classify_threshold","ranker.clip_dataset","ranker.clip_model","ranker.max_num_samples","ranker.method","seed","wandb","top_1_difference","top_1_score","top_2_difference","top_2_score","top_3_difference","top_3_score","top_4_difference","top_4_score","top_5_difference","top_5_score"
"PairedImageSets","1","1","0.5","finished","-","","","2025-12-01T06:38:13.000Z","41","","false","blip","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/39_easy.yaml","Children on a slide","Children on a swing","PairedImageSets","1","./data","false","ViT-bigG-14","AntiCCA","gpt-4","CLS_0_DIFF","CLS_1_DIFF","GPTEvaluator","gpt-4","5","PairedImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0.3","laion2b_s39b_b160k","ViT-bigG-14","5000","CLIPRanker","0","true","a purple and green slide with a ball on it","0.9829","a child is sliding down the stairs on a blue and red slide","0.9748","a yellow slide in a park","0.9677","a blue and green slide on a white background","0.9673","a child is playing on a green slide","0.9673"
"PairedImageSets","1","1","0.5","finished","-","","","2025-12-01T06:37:22.000Z","44","","false","blip","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/38_easy.yaml","Tea in a cup","Coffee in a cup","PairedImageSets","1","./data","false","ViT-bigG-14","AntiCCA","gpt-4","CLS_0_DIFF","CLS_1_DIFF","GPTEvaluator","gpt-4","5","PairedImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0.3","laion2b_s39b_b160k","ViT-bigG-14","5000","CLIPRanker","0","true","a teapot is being poured into a cup of tea","0.9507","a cup of tea and a teapot on a table","0.9401","a blue teapot sits on a table next to a cup of tea","0.9194","a cup of tea with a leaf on a white background","0.9158","a cup of tea with a tea bag on a yellow background","0.9016"
"PairedImageSets","1","1","1","finished","-","","","2025-12-01T06:36:33.000Z","41","","false","blip","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/37_easy.yaml","Deer in a forest","Rabbits in a forest","PairedImageSets","1","./data","false","ViT-bigG-14","AntiCCA","gpt-4","CLS_0_DIFF","CLS_1_DIFF","GPTEvaluator","gpt-4","5","PairedImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0.3","laion2b_s39b_b160k","ViT-bigG-14","5000","CLIPRanker","0","true","a red deer standing in a wooded area","0.9996","a group of deer in an autumn forest","0.9993","two deer standing in a wooded area","0.9932","a deer walking through a forest in the fog","0.9924","a deer stag resting in the woods","0.9906"
"PairedImageSets","1","1","1","finished","-","","","2025-12-01T06:35:47.000Z","40","","false","blip","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/36_easy.yaml","Pillows on a bed","Blankets on a bed","PairedImageSets","1","./data","false","ViT-bigG-14","AntiCCA","gpt-4","CLS_0_DIFF","CLS_1_DIFF","GPTEvaluator","gpt-4","5","PairedImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0.3","laion2b_s39b_b160k","ViT-bigG-14","5000","CLIPRanker","0","true","a bed with different types of pillows","0.9046","a white bed with blue pillows and a mirror","0.8372999999999999","a grey and white bedroom with pillows and a lamp","0.8328","a white bed with white pillows and a wooden headboard","0.8264","a bed in a bedroom with a black headboard and green pillows","0.8087"
"PairedImageSets","1","1","0.5","finished","-","","","2025-12-01T06:34:58.000Z","41","","false","blip","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/35_easy.yaml","Football players on a field","Rugby players on a field","PairedImageSets","1","./data","false","ViT-bigG-14","AntiCCA","gpt-4","CLS_0_DIFF","CLS_1_DIFF","GPTEvaluator","gpt-4","5","PairedImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0.3","laion2b_s39b_b160k","ViT-bigG-14","5000","CLIPRanker","0","true","two soccer players in action on the field","0.7659","a group of soccer players are playing a game on a field","0.7401","a football player in a red uniform is preparing for a game stock photography","0.7313","soccer player kicking the ball in the stadium stock photo","0.7294","soccer player kicking the ball against the flag of germany","0.7282"
"PairedImageSets","1","1","1","finished","-","","","2025-12-01T06:34:13.000Z","38","","false","blip","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/34_easy.yaml","Frogs by a pond","Ducks by a pond","PairedImageSets","1","./data","false","ViT-bigG-14","AntiCCA","gpt-4","CLS_0_DIFF","CLS_1_DIFF","GPTEvaluator","gpt-4","5","PairedImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0.3","laion2b_s39b_b160k","ViT-bigG-14","5000","CLIPRanker","0","true","a frog sits on top of a leaf in a pond","0.9978","a frog in a pond with moss","0.9969","a yellow frog sitting on a leaf","0.9941","a frog sits in a pond surrounded by reeds","0.9926","a person holding a frog in a pond stock photography","0.9895"
"PairedImageSets","0.5","0.5","0.5","finished","-","","","2025-12-01T06:33:25.000Z","40","","false","blip","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/33_easy.yaml","Towers in a city","Houses in a suburb","PairedImageSets","1","./data","false","ViT-bigG-14","AntiCCA","gpt-4","CLS_0_DIFF","CLS_1_DIFF","GPTEvaluator","gpt-4","5","PairedImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0.3","laion2b_s39b_b160k","ViT-bigG-14","5000","CLIPRanker","0","true","A cruise ship sails past the twin towers in New York City","1","The tallest buildings in the world","1","The two towers of the world trade center in New York City","1","A large glass building with a triangular shape in the middle of a city","0.9996","A view of the Brooklyn Bridge and skyscrapers","0.9993"
"PairedImageSets","1","1","0.5","finished","-","","","2025-12-01T06:32:36.000Z","43","","false","blip","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/32_easy.yaml","Rainbows in the sky","Lightning in the sky","PairedImageSets","1","./data","false","ViT-bigG-14","AntiCCA","gpt-4","CLS_0_DIFF","CLS_1_DIFF","GPTEvaluator","gpt-4","5","PairedImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0.3","laion2b_s39b_b160k","ViT-bigG-14","5000","CLIPRanker","0","true","this image shows a rainbow shaped cloud in the sky","1","a rainbow is seen over a body of water","0.9998","a rainbow in the sky over a mountain range","0.9998","a rainbow over a lake with mountains in the background","0.9998","a rainbow is seen in the sky above a tree","0.9995"
"PairedImageSets","1","1","0.5","finished","-","","","2025-12-01T06:31:50.000Z","38","","false","blip","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/31_easy.yaml","Dancers on a stage","Singers on a stage","PairedImageSets","1","./data","false","ViT-bigG-14","AntiCCA","gpt-4","CLS_0_DIFF","CLS_1_DIFF","GPTEvaluator","gpt-4","5","PairedImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0.3","laion2b_s39b_b160k","ViT-bigG-14","5000","CLIPRanker","0","true","two ballerinas in white leotards in a dark studio","0.9781","a group of ballet dancers in white tutus on a stage","0.9773","a group of dancers performing on stage","0.9727","a group of young dancers performing on stage","0.9712","a couple of dancers doing acrobatics on a stage","0.96"
"PairedImageSets","1","1","1","finished","-","","","2025-12-01T06:31:06.000Z","37","","false","blip","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/30_easy.yaml","Ice cream in a cone","Juice in a glass","PairedImageSets","1","./data","false","ViT-bigG-14","AntiCCA","gpt-4","CLS_0_DIFF","CLS_1_DIFF","GPTEvaluator","gpt-4","5","PairedImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0.3","laion2b_s39b_b160k","ViT-bigG-14","5000","CLIPRanker","0","true","a chocolate ice cream cone with a chocolate drizzle","1","a hand holding an ice cream cone with sprinkles and chocolate","1","an ice cream cone filled with chocolate ice cream and sprinkles","1","a box of cremeo ice cream cones","1","ice cream cones in cones on a table","1"
"PairedImageSets","1","1","1","finished","-","","","2025-12-01T06:30:13.000Z","45","","false","blip","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/29_easy.yaml","Men playing basketball","Women playing volleyball","PairedImageSets","1","./data","false","ViT-bigG-14","AntiCCA","gpt-4","CLS_0_DIFF","CLS_1_DIFF","GPTEvaluator","gpt-4","5","PairedImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0.3","laion2b_s39b_b160k","ViT-bigG-14","5000","CLIPRanker","0","true","a man is dribbling a basketball in a park","0.9999","a young man is dribbling a basketball on a court","0.9994","a man in a black tank top holding a basketball","0.9986","a man is holding a basketball in his hands","0.9985","a group of young men playing basketball on a city street","0.9976"
"PairedImageSets","1","1","0.5","finished","-","","","2025-12-01T06:29:27.000Z","40","","false","blip","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/28_easy.yaml","Pine trees in a forest","Oak trees in a forest","PairedImageSets","1","./data","false","ViT-bigG-14","AntiCCA","gpt-4","CLS_0_DIFF","CLS_1_DIFF","GPTEvaluator","gpt-4","5","PairedImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0.3","laion2b_s39b_b160k","ViT-bigG-14","5000","CLIPRanker","0","true","a group of pine trees on a hillside with a snow covered mountain in the background","0.9908","a forest of pine trees with a blue sky","0.9819","an aerial view of a pine forest","0.9808","a forest of pine trees in a foggy day","0.9727","a row of pine trees in a forest","0.9587"
"PairedImageSets","1","1","1","finished","-","","","2025-12-01T06:28:39.000Z","40","","false","blip","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/27_easy.yaml","Dolls on a shelf","Teddy bears on a shelf","PairedImageSets","1","./data","false","ViT-bigG-14","AntiCCA","gpt-4","CLS_0_DIFF","CLS_1_DIFF","GPTEvaluator","gpt-4","5","PairedImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0.3","laion2b_s39b_b160k","ViT-bigG-14","5000","CLIPRanker","0","true","a doll with red hair in a green coat","0.9171","elf on the shelf elf on the shelf elf on the shelf elf on the shelf elf on the shelf elf on the shelf","0.8939999999999999","four pictures of an elf doll with a red and green hat","0.8368","a doll in a blue dress is standing next to a spool of thread","0.8229","two elf dolls sitting next to each other on a white background","0.7672"
"PairedImageSets","1","1","1","finished","-","","","2025-12-01T06:27:54.000Z","39","","false","blip","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/26_easy.yaml","Sunflowers in a field","Wheat in a field","PairedImageSets","1","./data","false","ViT-bigG-14","AntiCCA","gpt-4","CLS_0_DIFF","CLS_1_DIFF","GPTEvaluator","gpt-4","5","PairedImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0.3","laion2b_s39b_b160k","ViT-bigG-14","5000","CLIPRanker","0","true","a group of sunflowers in a field","0.9998","a sunflower in the middle of a field","0.9998","a field of sunflowers in the middle of a forest","0.9987","a field of sunflowers in a sunny day","0.9963","a field of sunflowers with mountains in the background","0.9944"
"PairedImageSets","1","1","1","finished","-","","","2025-12-01T06:27:10.000Z","36","","false","blip","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/25_easy.yaml","Stars in the night sky","Clouds in the day sky","PairedImageSets","1","./data","false","ViT-bigG-14","AntiCCA","gpt-4","CLS_0_DIFF","CLS_1_DIFF","GPTEvaluator","gpt-4","5","PairedImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0.3","laion2b_s39b_b160k","ViT-bigG-14","5000","CLIPRanker","0","true","a night sky with stars and milky way in the background","1","a man is standing on a sand dune looking at the stars and milky way","1","this image shows the milky in the night sky","1","this image shows a cluster of stars in the night sky","1","a starry sky over a mountain","0.9996"
"PairedImageSets","1","1","1","finished","-","","","2025-12-01T06:26:19.000Z","44","","false","blip","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/24_easy.yaml","Pots on a stove","Plates on a table","PairedImageSets","1","./data","false","ViT-bigG-14","AntiCCA","gpt-4","CLS_0_DIFF","CLS_1_DIFF","GPTEvaluator","gpt-4","5","PairedImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0.3","laion2b_s39b_b160k","ViT-bigG-14","5000","CLIPRanker","0","true","a stove with a pot of food on it","1","a stove with pots and pans on it","1","a pot on top of a gas stove","0.9997","a pot on top of a stove","0.9996","an image of a stove with two burners","0.9989"
"PairedImageSets","1","1","1","finished","-","","","2025-12-01T06:25:24.000Z","47","","false","blip","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/23_easy.yaml","Trains on tracks","Buses on roads","PairedImageSets","1","./data","false","ViT-bigG-14","AntiCCA","gpt-4","CLS_0_DIFF","CLS_1_DIFF","GPTEvaluator","gpt-4","5","PairedImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0.3","laion2b_s39b_b160k","ViT-bigG-14","5000","CLIPRanker","0","true","a train is going down a track near a rocky area","1","an old steam locomotive sitting on the tracks in front of a grain silo","0.9997","a black and white image of a train track in the woods","0.9996","a railroad track in the woods with trees in the background","0.998","an image of a train track in bangkok, thailand","0.9978"
"PairedImageSets","1","1","1","finished","-","","","2025-12-01T06:24:38.000Z","39","","false","blip","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/22_easy.yaml","Pianos in a room","Guitars in a room","PairedImageSets","1","./data","false","ViT-bigG-14","AntiCCA","gpt-4","CLS_0_DIFF","CLS_1_DIFF","GPTEvaluator","gpt-4","5","PairedImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0.3","laion2b_s39b_b160k","ViT-bigG-14","5000","CLIPRanker","0","true","a grand piano sits in a room with hardwood floors","0.9994","a black grand piano sits in a room with a large painting on the wall","0.9988","this image shows a grand piano in a foyer","0.9982","a grand piano sits in a living room","0.9978","a modern living room with a piano and chairs","0.9976"
"PairedImageSets","1","1","1","finished","-","","","2025-12-01T06:23:52.000Z","38","","false","blip","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/21_easy.yaml","Bricks on a wall","Tiles on a wall","PairedImageSets","1","./data","false","ViT-bigG-14","AntiCCA","gpt-4","CLS_0_DIFF","CLS_1_DIFF","GPTEvaluator","gpt-4","5","PairedImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0.3","laion2b_s39b_b160k","ViT-bigG-14","5000","CLIPRanker","0","true","this image shows a brick wall with red bricks","0.9943","a close up of a red brick wall","0.993","a brick wall is being reconstructed in a garage","0.9884","an old brick wall with peeling paint","0.9818","an image of a brick wall with paint on it","0.9788"
"PairedImageSets","1","1","0","finished","-","","","2025-12-01T06:23:02.000Z","43","","false","blip","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/20_easy.yaml","Pizzas in a box","Donuts in a box","PairedImageSets","1","./data","false","ViT-bigG-14","AntiCCA","gpt-4","CLS_0_DIFF","CLS_1_DIFF","GPTEvaluator","gpt-4","5","PairedImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0.3","laion2b_s39b_b160k","ViT-bigG-14","5000","CLIPRanker","0","true","a man in an apron holding a pizza in a kitchen","0.9762","two girls eating pizza on the beach at sunset","0.9522","a pizza with mushrooms and pepperoni in a box","0.9327","a group of friends are holding pizza boxes and taking a selfie","0.898","two pizza boxes sitting on top of each other","0.8925000000000001"
"PairedImageSets","1","1","1","finished","-","","","2025-12-01T06:22:16.000Z","39","","false","blip","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/19_easy.yaml","Watches on a display","Rings on a display","PairedImageSets","1","./data","false","ViT-bigG-14","AntiCCA","gpt-4","CLS_0_DIFF","CLS_1_DIFF","GPTEvaluator","gpt-4","5","PairedImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0.3","laion2b_s39b_b160k","ViT-bigG-14","5000","CLIPRanker","0","true","A watch display case with several watches in it","0.973","Two watches on a metal stand","0.9516","A display of watches in a shop window","0.9389","Two watches sitting on a clear stand","0.9323","A clear acrylic watch display holder with four watches on it","0.926"
"PairedImageSets","1","1","1","finished","-","","","2025-12-01T06:21:31.000Z","38","","false","blip","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/18_easy.yaml","Lions in a jungle","Monkeys in a jungle","PairedImageSets","1","./data","false","ViT-bigG-14","AntiCCA","gpt-4","CLS_0_DIFF","CLS_1_DIFF","GPTEvaluator","gpt-4","5","PairedImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0.3","laion2b_s39b_b160k","ViT-bigG-14","5000","CLIPRanker","0","true","a lion resting in the grass","0.9994","a lion is laying on the ground in a zoo","0.9971","two lions standing in a grassy field","0.9952","a lion walking in the grass","0.995","a group of lions are sitting on a dirt hill","0.9869"
"PairedImageSets","1","1","1","finished","-","","","2025-12-01T06:20:44.000Z","39","","false","blip","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/17_easy.yaml","Penguins in the snow","Seals in the snow","PairedImageSets","1","./data","false","ViT-bigG-14","AntiCCA","gpt-4","CLS_0_DIFF","CLS_1_DIFF","GPTEvaluator","gpt-4","5","PairedImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0.3","laion2b_s39b_b160k","ViT-bigG-14","5000","CLIPRanker","0","true","a group of penguins standing in the snow","0.9992","a group of penguins in the snow","0.9988","a group of penguins on a snowy slope","0.9984","a group of penguins standing on top of an iceberg","0.9975","three penguins standing in the snow","0.9971"
"PairedImageSets","1","1","1","finished","-","","","2025-12-01T06:19:56.000Z","41","","false","blip","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/16_easy.yaml","Hot air balloons in the air","Kites in the air","PairedImageSets","1","./data","false","ViT-bigG-14","AntiCCA","gpt-4","CLS_0_DIFF","CLS_1_DIFF","GPTEvaluator","gpt-4","5","PairedImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0.3","laion2b_s39b_b160k","ViT-bigG-14","5000","CLIPRanker","0","true","a group of hot air balloons flying over a rock formation","0.9614","a group of hot air balloons flying over a bridge","0.9522","a man with a hot air balloon tattoo on his back","0.9493","a hot air balloon flying over the mountains at sunset","0.9363","a group of hot air balloons flying in the sky","0.9286"
"PairedImageSets","1","1","0.5","finished","-","","","2025-12-01T06:19:09.000Z","39","","false","blip","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/15_easy.yaml","Babies in cribs","Babies in strollers","PairedImageSets","1","./data","false","ViT-bigG-14","AntiCCA","gpt-4","CLS_0_DIFF","CLS_1_DIFF","GPTEvaluator","gpt-4","5","PairedImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0.3","laion2b_s39b_b160k","ViT-bigG-14","5000","CLIPRanker","0","true","a wooden crib in a store","0.996","a baby is sleeping in a crib in a room","0.9921","a newborn baby sleeping in a crib","0.9813","a baby's room with a crib and a changing table","0.9757","a baby sleeping in a crib with toys","0.975"
